,gene_id,gene_name,gene_ontology
4501,BSU_27200,yrhG,formate transport
4502,BSU_27200,yrhG,formate transmembrane transporter activity
4503,BSU_27200,yrhG,integral component of plasma membrane
4504,BSU_25460,dnaJ,unfolded protein binding
4505,BSU_25460,dnaJ,protein refolding
4506,BSU_25460,dnaJ,chaperone cofactor-dependent protein refolding
4507,BSU_25460,dnaJ,cytoplasm
4508,BSU_05940,tsaD,EKC/KEOPS complex
4513,BSU_08230,catD,plasma membrane
4514,BSU_08220,yfiC,transmembrane transport
4515,BSU_08220,yfiC,ATPase-coupled transmembrane transporter activity
4518,BSU_08200,malP,phosphoenolpyruvate-dependent sugar phosphotransferase system
4519,BSU_08200,malP,integral component of plasma membrane
4520,BSU_08200,malP,protein-phosphocysteine-sugar phosphotransferase activity
4521,BSU_09210,yhcT,enzyme-directed rRNA pseudouridine synthesis
4522,BSU_09210,yhcT,pseudouridine synthase activity
4527,BSU_09130,tcyP,transmembrane transporter activity
4528,BSU_09130,tcyP,membrane
4529,BSU_09130,tcyP,plasma membrane
4530,BSU_09130,tcyP,L-cystine transmembrane transporter activity
4535,BSU_09010,yhcA,membrane
4536,BSU_16670,ribC,riboflavin metabolic process
4537,BSU_16670,ribC,FMN biosynthetic process
4538,BSU_16670,ribC,riboflavin kinase activity
4539,BSU_23520,fur,regulation of secondary metabolite biosynthetic process
4540,BSU_23520,fur,DNA-binding transcription factor activity
4541,BSU_23520,fur,transcription regulatory region sequence-specific DNA binding
4542,BSU_23520,fur,zinc ion binding
4543,BSU_23520,fur,"negative regulation of transcription, DNA-templated"
4544,BSU_23610,nudF,nucleoside phosphate metabolic process
4545,BSU_23610,nudF,cytosol
4546,BSU_23610,nudF,ribose phosphate metabolic process
4547,BSU_23690,yqjY,"transferase activity, transferring acyl groups other than amino-acyl groups"
4551,BSU_23760,coaA,pantothenate kinase activity
4552,BSU_23760,coaA,coenzyme A biosynthetic process
4553,BSU_23760,coaA,cytoplasm
4554,BSU_23770,dsdA,threonine catabolic process
4555,BSU_23770,dsdA,L-serine ammonia-lyase activity
4556,BSU_23770,dsdA,L-threonine ammonia-lyase activity
4557,BSU_23770,dsdA,L-serine catabolic process
4558,BSU_23770,dsdA,D-serine ammonia-lyase activity
4559,BSU_23770,dsdA,D-serine catabolic process
4560,BSU_23800,proI,pyrroline-5-carboxylate reductase activity
4561,BSU_23800,proI,L-proline biosynthetic process
4569,BSU_23930,yqjC,methylmalonyl-CoA epimerase activity
4570,BSU_23930,yqjC,L-methylmalonyl-CoA metabolic process
4571,BSU_23940,yqjB,"peptidoglycan L,D-transpeptidase activity"
4572,BSU_23940,yqjB,peptidoglycan-protein cross-linking
4573,BSU_23970,artQ,plasma membrane
4574,BSU_23970,artQ,amino acid transport
4577,BSU_24120,mmgF,"propionate catabolic process, 2-methylcitrate cycle"
4578,BSU_24120,mmgF,methylisocitrate lyase activity
4579,BSU_24270,dxs,1-deoxy-D-xylulose-5-phosphate synthase activity
4580,BSU_24270,dxs,cytosol
4581,BSU_24270,dxs,"transferase activity, transferring aldehyde or ketonic groups"
4582,BSU_24270,dxs,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway"
4583,BSU_24290,xseB,exodeoxyribonuclease VII activity
4584,BSU_24290,xseB,cytosol
4585,BSU_24320,nusB,cytosol
4586,BSU_24770,mgsR,cytosol
4587,BSU_24830,yqgT,extracellular space
4588,BSU_24830,yqgT,metallocarboxypeptidase activity
4589,BSU_24830,yqgT,proteolysis
4591,BSU_24910,yqgM,"transferase activity, transferring glycosyl groups"
4596,BSU_25070,ispG,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity
4597,BSU_25070,ispG,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway"
4598,BSU_25100,zur,zinc ion binding
4599,BSU_25100,zur,regulation of secondary metabolite biosynthetic process
4600,BSU_25100,zur,DNA-binding transcription factor activity
4601,BSU_25100,zur,"negative regulation of transcription, DNA-templated"
4602,BSU_25100,zur,transcription regulatory region sequence-specific DNA binding
4603,BSU_25130,nfo,phosphoric diester hydrolase activity
4604,BSU_25130,nfo,DNA-(apurinic or apyrimidinic site) endonuclease activity
4605,BSU_25130,nfo,base-excision repair
4606,BSU_25140,cshB,ribosomal large subunit assembly
4607,BSU_25140,cshB,RNA strand annealing activity
4608,BSU_25140,cshB,RNA binding
4609,BSU_25140,cshB,RNA helicase activity
4610,BSU_25140,cshB,ribosome
4611,BSU_25140,cshB,cytosol
4613,BSU_25430,mtaB,tRNA methylthiolation
4614,BSU_25430,mtaB,N6-threonylcarbomyladenosine methylthiotransferase activity
4615,BSU_25440,rsmE,rRNA base methylation
4616,BSU_25440,rsmE,rRNA (uridine-N3-)-methyltransferase activity
4619,BSU_25620,rsfS,negative regulation of translation
4620,BSU_25620,rsfS,negative regulation of ribosome biogenesis
4621,BSU_25620,rsfS,ribosomal large subunit binding
4622,BSU_25640,nadD,nicotinate-nucleotide adenylyltransferase activity
4623,BSU_25640,nadD,NAD biosynthetic process
4624,BSU_25640,nadD,nicotinamide-nucleotide adenylyltransferase activity
4625,BSU_25720,yqeD,membrane
4626,BSU_25720,yqeD,plasma membrane
4627,BSU_26420,yrkQ,phosphorelay sensor kinase activity
4628,BSU_26420,yrkQ,plasma membrane
4629,BSU_26420,yrkQ,integral component of membrane
4630,BSU_26430,yrkP,cytosol
4631,BSU_26430,yrkP,DNA-binding transcription activator activity
4632,BSU_26430,yrkP,protein-DNA complex
4633,BSU_26430,yrkP,phosphorelay response regulator activity
4634,BSU_26430,yrkP,transcription regulatory region sequence-specific DNA binding
4635,BSU_26470,yrkL,NAD(P)H dehydrogenase (quinone) activity
4636,BSU_26470,yrkL,electron transfer activity
4637,BSU_26470,yrkL,FMN binding
4638,BSU_26470,yrkL,positive regulation of ion transmembrane transporter activity
4639,BSU_02090,ybxI,integral component of plasma membrane
4640,BSU_02090,ybxI,penicillin binding
4641,BSU_02090,ybxI,cell wall organization
4642,BSU_09420,lytE,lytic endotransglycosylase activity
4643,BSU_30550,metK,cytosol
4644,BSU_30550,metK,S-adenosylmethionine biosynthetic process
4645,BSU_30550,metK,methionine adenosyltransferase activity
4646,BSU_22400,dinG,DNA helicase activity
4647,BSU_24280,ispA,prenyltransferase activity
4648,BSU_25260,glyS,cytosol
4649,BSU_24550,gcvPB,glycine dehydrogenase (decarboxylating) activity
4650,BSU_24550,gcvPB,glycine cleavage complex
4651,BSU_24550,gcvPB,glycine binding
4652,BSU_24550,gcvPB,pyridoxal phosphate binding
4653,BSU_24550,gcvPB,glycine decarboxylation via glycine cleavage system
4654,BSU_24550,gcvPB,cytosol
4655,BSU_25660,aroE,shikimate 3-dehydrogenase (NADP+) activity
4656,BSU_25660,aroE,shikimate metabolic process
4657,BSU_25660,aroE,chorismate biosynthetic process
4658,BSU_25660,aroE,cytosol
4659,BSU_25660,aroE,NADP binding
4663,BSU_21700,ypoP,"regulation of transcription, DNA-templated"
4664,BSU_21700,ypoP,response to stress
4665,BSU_21700,ypoP,transcription regulatory region sequence-specific DNA binding
4666,BSU_21880,ypgR,oxidoreductase activity
4667,BSU_21910,metAA,homoserine O-succinyltransferase activity
4670,BSU_21690,msrA,L-methionine-(S)-S-oxide reductase activity
4671,BSU_21690,msrA,cytoplasm
4672,BSU_21690,msrA,cellular response to oxidative stress
4673,BSU_21690,msrA,peptide-methionine (S)-S-oxide reductase activity
4674,BSU_09410,phoA,dephosphorylation
4675,BSU_09410,phoA,alkaline phosphatase activity
4676,BSU_03060,lctP,solute:proton symporter activity
4677,BSU_03060,lctP,plasma membrane
4678,BSU_03060,lctP,lactate transmembrane transporter activity
4679,BSU_03020,ycgA,plasma membrane
4680,BSU_28860,rpmI,large ribosomal subunit
4681,BSU_28860,rpmI,cytosolic large ribosomal subunit
4682,BSU_28860,rpmI,structural constituent of ribosome
4683,BSU_28850,rplT,cytosolic large ribosomal subunit
4684,BSU_28850,rplT,structural constituent of ribosome
4685,BSU_28850,rplT,ribosomal large subunit assembly
4686,BSU_28870,infC,ribosome disassembly
4687,BSU_28870,infC,translation initiation factor activity
4688,BSU_28870,infC,cytosol
4689,BSU_28870,infC,ribosome binding
4690,BSU_02770,yccK,cytosol
4691,BSU_30900,cotS,endospore-forming forespore
4692,BSU_35690,ggaA,"transferase activity, transferring glycosyl groups"
4693,BSU_29350,tcyM,amino acid transport
4694,BSU_29350,tcyM,plasma membrane
4695,BSU_29060,coaE,dephospho-CoA kinase activity
4696,BSU_29060,coaE,coenzyme A biosynthetic process
4697,BSU_25250,ccpN,carbon catabolite repression of transcription
4698,BSU_30560,pckA,phosphoenolpyruvate carboxykinase (ATP) activity
4699,BSU_30560,pckA,cytosol
4700,BSU_30560,pckA,gluconeogenesis
4701,BSU_15130,mraZ,DNA-binding transcription factor activity
4702,BSU_15130,mraZ,"negative regulation of DNA-templated transcription, initiation"
4703,BSU_15130,mraZ,transcription regulatory region sequence-specific DNA binding
4704,BSU_38880,yxjO,transcription regulatory region sequence-specific DNA binding
4705,BSU_38880,yxjO,"regulation of transcription, DNA-templated"
4706,BSU_38860,galE,UDP-glucose 4-epimerase activity
4707,BSU_38860,galE,galactose catabolic process via UDP-galactose
4708,BSU_38860,galE,cytosol
4709,BSU_38920,pepT,cytosol
4710,BSU_38920,pepT,tripeptide aminopeptidase activity
4711,BSU_07610,citM,integral component of membrane
4712,BSU_07610,citM,anion transmembrane transport
4713,BSU_22960,gudB,glutamate catabolic process
4714,BSU_22960,gudB,glutamate dehydrogenase (NAD+) activity
4715,BSU_01540,salA,iron-sulfur cluster assembly
4716,BSU_01540,salA,"4 iron, 4 sulfur cluster binding"
4717,BSU_27850,nadA,"4 iron, 4 sulfur cluster binding"
4718,BSU_27850,nadA,quinolinate synthetase A activity
4719,BSU_27850,nadA,cytosol
4720,BSU_27850,nadA,'de novo' NAD biosynthetic process from aspartate
4725,BSU_39890,yxbB,methyltransferase activity
4726,BSU_17370,nrdI,cellular protein modification process
4727,BSU_17370,nrdI,FMN binding
4728,BSU_34170,ganR,transcription regulatory region sequence-specific DNA binding
4729,BSU_34170,ganR,DNA-binding transcription factor activity
4730,BSU_34170,ganR,"regulation of transcription, DNA-templated"
4731,BSU_34120,ganB,pectin catabolic process
4734,BSU_10910,yisZ,sulfate assimilation
4735,BSU_10910,yisZ,adenylylsulfate kinase activity
4736,BSU_11000,yitI,N-acetyltransferase activity
4744,BSU_34660,yvdB,L-aspartate transmembrane transporter activity
4745,BSU_34660,yvdB,fumarate transmembrane transporter activity
4746,BSU_34660,yvdB,fumarate transport
4747,BSU_34660,yvdB,succinate transmembrane transport
4748,BSU_34660,yvdB,succinate transmembrane transporter activity
4752,BSU_34610,mdxE,maltodextrin transport
4753,BSU_34610,mdxE,maltose transport
4754,BSU_34610,mdxE,"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing"
4755,BSU_34610,mdxE,maltose binding
4756,BSU_34570,mdxK,"hydrolase activity, hydrolyzing O-glycosyl compounds"
4757,BSU_34570,mdxK,carbohydrate metabolic process
4762,BSU_18470,proJ,cytosol
4763,BSU_18470,proJ,proline biosynthetic process
4764,BSU_18470,proJ,glutamate 5-kinase activity
4765,BSU_09900,yhaP,transmembrane transport
4766,BSU_09900,yhaP,plasma membrane
4767,BSU_09900,yhaP,transmembrane transporter activity
4768,BSU_09340,azr,cytosol
4769,BSU_09340,azr,FMN binding
4770,BSU_09830,yhaX,phosphatase activity
4771,BSU_09830,yhaX,magnesium ion binding
4772,BSU_09830,yhaX,cytosol
4774,BSU_10480,yhjE,plasma membrane
4775,BSU_10480,yhjE,membrane
4776,BSU_10590,yhjP,peptide transmembrane transporter activity
4777,BSU_10590,yhjP,outer membrane-bounded periplasmic space
4778,BSU_10590,yhjP,peptide transport
4781,BSU_09540,plsC,phosphatidic acid biosynthetic process
4782,BSU_09540,plsC,1-acylglycerol-3-phosphate O-acyltransferase activity
4785,BSU_09670,dat,carboxylic acid metabolic process
4786,BSU_10240,yhfI,3'-tRNA processing endoribonuclease activity
4787,BSU_10310,yhfO,"transferase activity, transferring acyl groups other than amino-acyl groups"
4788,BSU_10360,yhfT,medium-chain fatty acid-CoA ligase activity
4789,BSU_10360,yhfT,fatty acid metabolic process
4793,BSU_14850,ftsW,cell division
4794,BSU_14850,ftsW,lipid-linked peptidoglycan transporter activity
4795,BSU_14850,ftsW,regulation of cell shape
4796,BSU_14850,ftsW,cell division site
4797,BSU_14850,ftsW,integral component of plasma membrane
4799,BSU_26910,yraK,hydrolase activity
4800,BSU_25300,cdd,cytidine deaminase activity
4801,BSU_25300,cdd,zinc ion binding
4802,BSU_25300,cdd,cytosol
4803,BSU_25300,cdd,cytidine deamination
4804,BSU_22690,aroH,chorismate metabolic process
4805,BSU_22690,aroH,chorismate mutase activity
4806,BSU_38090,vpr,serine-type endopeptidase activity
4807,BSU_06360,guaA,cytosol
4808,BSU_06360,guaA,GMP synthase activity
4809,BSU_06360,guaA,GMP biosynthetic process
4810,BSU_40420,purA,cytoplasm
4811,BSU_40420,purA,IMP metabolic process
4812,BSU_40420,purA,adenylosuccinate synthase activity
4813,BSU_40420,purA,'de novo' AMP biosynthetic process
4814,BSU_16220,fliG,bacterial-type flagellum-dependent cell motility
4815,BSU_15170,spoVD,integral component of plasma membrane
4816,BSU_15170,spoVD,penicillin binding
4817,BSU_15170,spoVD,cell wall organization
4818,BSU_15190,mraY,cell wall macromolecule biosynthetic process
4819,BSU_15190,mraY,integral component of plasma membrane
4820,BSU_15190,mraY,"phosphotransferase activity, for other substituted phosphate groups"
4821,BSU_15190,mraY,cell wall organization
4822,BSU_37090,glpX,"fructose 1,6-bisphosphate 1-phosphatase activity"
4823,BSU_37090,glpX,"fructose 1,6-bisphosphate metabolic process"
4824,BSU_37090,glpX,gluconeogenesis
4825,BSU_37060,tdk,thymidine kinase activity
4826,BSU_37060,tdk,cytosol
4827,BSU_37060,tdk,thymidine metabolic process
4828,BSU_05780,ydhJ,dGTP catabolic process
4829,BSU_05780,ydhJ,dGTPase activity
4830,BSU_27310,pbpI,penicillin binding
4831,BSU_27310,pbpI,"peptidoglycan L,D-transpeptidase activity"
4832,BSU_27310,pbpI,cell wall organization
4833,BSU_27310,pbpI,integral component of plasma membrane
4834,BSU_27330,udk,cytoplasm
4835,BSU_27590,dtd,D-tyrosyl-tRNA(Tyr) deacylase activity
4836,BSU_27590,dtd,tRNA metabolic process
4837,BSU_27590,dtd,cytoplasm
4838,BSU_31750,pncB,cytosol
4839,BSU_31750,pncB,NAD salvage
4840,BSU_31750,pncB,nicotinate phosphoribosyltransferase activity
4841,BSU_32340,lytH,metalloendopeptidase activity
4842,BSU_32370,yunD,outer membrane-bounded periplasmic space
4843,BSU_32370,yunD,UDP-sugar diphosphatase activity
4844,BSU_32370,yunD,nucleotide catabolic process
4845,BSU_32370,yunD,5'-nucleotidase activity
4846,BSU_32480,pucD,oxidoreductase activity
4851,BSU_33010,cssR,cytosol
4852,BSU_33010,cssR,transcription regulatory region sequence-specific DNA binding
4853,BSU_33010,cssR,phosphorelay response regulator activity
4854,BSU_33010,cssR,DNA-binding transcription activator activity
4855,BSU_33010,cssR,protein-DNA complex
4856,BSU_33630,secG,plasma membrane
4857,BSU_33630,secG,protein transport by the Sec complex
4858,BSU_33630,secG,intracellular protein transmembrane transport
4859,BSU_33780,sdpI,response to toxic substance
4860,BSU_33790,sdpR,transcription regulatory region sequence-specific DNA binding
4861,BSU_33790,sdpR,"regulation of transcription, DNA-templated"
4862,BSU_33810,opuCC,glycine betaine transport
4863,BSU_33980,yvbT,cytosol
4864,BSU_34150,ganP,ABC-type maltose transporter activity
4865,BSU_34150,ganP,maltose transport complex
4866,BSU_34150,ganP,maltodextrin transport
4867,BSU_35590,tuaC,"transferase activity, transferring hexosyl groups"
4868,BSU_35590,tuaC,"transferase activity, transferring glycosyl groups"
4870,BSU_13030,ykhA,acyl-CoA hydrolase activity
4871,BSU_13030,ykhA,long-chain fatty acyl-CoA binding
4872,BSU_13030,ykhA,acyl-CoA metabolic process
4873,BSU_13030,ykhA,cytosol
4874,BSU_13030,ykhA,fatty acid metabolic process
4875,BSU_29150,ytwI,plasma membrane
4876,BSU_33230,sigO,"regulation of transcription, DNA-templated"
4881,BSU_37570,mmr,membrane
4882,BSU_06750,yefC,DNA recombination
4883,BSU_06750,yefC,recombinase activity
4889,BSU_30400,bceR,cytosol
4890,BSU_30400,bceR,DNA-binding transcription activator activity
4891,BSU_30400,bceR,phosphorelay response regulator activity
4892,BSU_30400,bceR,protein-DNA complex
4893,BSU_30400,bceR,transcription regulatory region sequence-specific DNA binding
4900,BSU_29160,ytvI,transmembrane transport
4902,BSU_19130,yocA,cellular carbohydrate catabolic process
4903,BSU_30920,cotI,endospore-forming forespore
4904,BSU_12390,uxaA,D-galacturonate catabolic process
4905,BSU_12240,yjkA,cellular iron ion homeostasis
4906,BSU_12240,yjkA,integral component of plasma membrane
4911,BSU_12160,yjgC,"4 iron, 4 sulfur cluster binding"
4912,BSU_12860,steT,amino acid transmembrane transport
4913,BSU_12860,steT,L-amino acid transmembrane transporter activity
4914,BSU_33800,opuCD,glycine betaine transport
4915,BSU_33800,opuCD,transport
4916,BSU_33800,opuCD,plasma membrane
4917,BSU_33800,opuCD,transmembrane transporter activity
4918,BSU_15610,sumT,uroporphyrin-III C-methyltransferase activity
4919,BSU_15610,sumT,siroheme biosynthetic process
4924,BSU_27670,spoVB,plasma membrane
4925,BSU_16760,dapG,aspartate kinase activity
4926,BSU_16760,dapG,cytosol
4927,BSU_16760,dapG,homoserine biosynthetic process
4928,BSU_16760,dapG,lysine biosynthetic process via diaminopimelate
4929,BSU_36010,alsS,acetolactate synthase complex
4930,BSU_36010,alsS,isoleucine biosynthetic process
4931,BSU_36010,alsS,acetolactate synthase activity
4932,BSU_36010,alsS,valine biosynthetic process
4933,BSU_36010,alsS,flavin adenine dinucleotide binding
4934,BSU_36020,alsR,protein-DNA complex
4935,BSU_36020,alsR,DNA-binding transcription factor activity
4936,BSU_36020,alsR,bacterial-type cis-regulatory region sequence-specific DNA binding
4937,BSU_36020,alsR,"regulation of transcription, DNA-templated"
4938,BSU_02000,ybdJ,DNA-binding transcription activator activity
4939,BSU_02000,ybdJ,cytosol
4940,BSU_02000,ybdJ,phosphorelay response regulator activity
4941,BSU_02000,ybdJ,transcription regulatory region sequence-specific DNA binding
4942,BSU_02000,ybdJ,protein-DNA complex
4943,BSU_02010,ybdK,plasma membrane
4944,BSU_02010,ybdK,integral component of membrane
4945,BSU_02010,ybdK,phosphorelay sensor kinase activity
4946,BSU_02420,glnT,plasma membrane
4947,BSU_03160,ycgJ,methyltransferase activity
4951,BSU_08120,yfjF,integral component of plasma membrane
4952,BSU_08370,yfiR,DNA-binding transcription factor activity
