locus_tag,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon
BSU_35160,uvrA,AL009126.3,BSU35160,3610064,3612937,-,excinuclease ABC (subunit A),"Replication, recombination and repair",O34863,Op1312
BSU_35170,uvrB,AL009126.3,BSU35170,3612945,3614930,-,excinuclease ABC (subunit B),"Replication, recombination and repair",P37954,Op1312
BSU_35180,csbA,AL009126.3,BSU35180,3615116,3615346,-,conserved membrane protein of unknown function,Function unknown,P37953,Op1313
BSU_35190,yvkC,AL009126.3,BSU35190,3615793,3618288,+,putative phosphotransferase,Carbohydrate transport and metabolism,O34796,Op5
BSU_35200,yvkB,AL009126.3,BSU35200,3618364,3618933,+,putative transcriptional regulator (TetR/AcrR family),Transcription,O34643,Op5
BSU_35210,yvkA,AL009126.3,BSU35210,3618964,3620298,+,putative efflux transporter,Inorganic ion transport and metabolism,O34502,Op5
BSU_35220,minJ,AL009126.3,BSU35220,3620346,3621539,-,topological determinant of cell division,"Post-translational modification, protein turnover, and chaperones",O34375,Op5
BSU_35230,swrAAc,AL009126.3,,3621618,3621956,-,swarming motility protein fragment%3B C-terminal part of swrAA,Function unknown,,Op5
BSU_35239,swrAAn,AL009126.3,,3621931,3622047,-,swarming motility protein%3B N-terminal part of swrAA,Function unknown,,Op5
BSU_35240,ctpB,AL009126.3,BSU35240,3622356,3623798,-,PDZ-containing carboxyl-terminal protease processing protease [Zn(II)],Cell wall/membrane/envelope biogenesis,O35002,Op1314
BSU_35250,ftsX,AL009126.3,BSU35250,3623938,3624828,-,cell-division ABC transporter,"Cell cycle control, cell division, chromosome partitioning",O34876,Op1315
BSU_35260,ftsE,AL009126.3,BSU35260,3624821,3625507,-,cell-division signal transducer (ATP-binding protein),"Cell cycle control, cell division, chromosome partitioning",O34814,Op1315
BSU_35270,cccB,AL009126.3,BSU35270,3625741,3626079,-,cytochrome c551,Energy production and conversion,O34594,Op1316
BSU_35280,yvjA,AL009126.3,BSU35280,3626128,3627012,-,putative integral inner membrane protein,Function unknown,,Op1316
BSU_35290,prfB,AL009126.3,BSU35290,3627139,3628167,-,peptide chain release factor 2,"Translation, ribosomal structure and biogenesis",P28367,Op1317
BSU_35300,secA,AL009126.3,BSU35300,3628310,3630835,-,translocase binding subunit (ATPase),"Intracellular trafficking, secretion, and vesicular transport",P28366,Op1317
BSU_35310,hpf,AL009126.3,BSU35310,3631003,3631572,-,ribosome-associated sigma 54 modulation protein%3B ribosome dimerisation factor,"Translation, ribosomal structure and biogenesis",P28368,Op1318
BSU_35319,yvzG,AL009126.3,BSU35319,3631763,3632140,-,conserved protein of unknown function,No COG annotation,C0H3R9,Op5
BSU_35320,fliT,AL009126.3,BSU35320,3632150,3632491,-,flagellar assembly protein FliT involved in control of flagella expression,No COG annotation,P39740,Op1319
BSU_35330,fliS,AL009126.3,BSU35330,3632488,3632889,-,flagellar assembly protein FliS,Cell motility,P39739,Op1319
BSU_35340,fliD,AL009126.3,BSU35340,3632911,3634407,-,flagellar hook-associated capping protein 2 (HAP2),Cell motility,P39738,Op1319
BSU_35350,yvyC,AL009126.3,BSU35350,3634425,3634754,-,putative flagellar protein of unknown function,Cell motility,P39737,Op1319
BSU_35360,hag,AL009126.3,BSU35360,3634987,3635901,-,flagellin protein,Cell motility,P02968,Op1320
BSU_35370,csrA,AL009126.3,BSU35370,3636046,3636270,-,carbon storage regulator,Signal transduction mechanisms,P33911,Op1321
BSU_35380,fliW,AL009126.3,BSU35380,3636264,3636695,-,assembly factor of the flagellum,Function unknown,P96503,Op1321
BSU_35390,yviE,AL009126.3,BSU35390,3636716,3637291,-,conserved protein of unknown function,No COG annotation,P96502,Op5
BSU_35400,flgL,AL009126.3,BSU35400,3637338,3638234,-,flagellar hook-filament junction protein,Cell motility,P96501,Op1322
BSU_35410,flgK,AL009126.3,BSU35410,3638245,3639768,-,flagellar hook-filament junction,Cell motility,P39810,Op1322
BSU_35420,flgN,AL009126.3,BSU35420,3639787,3640269,-,factor required for flagellar based motility,Cell motility,P39808,Op1322
BSU_35430,flgM,AL009126.3,BSU35430,3640285,3640551,-,anti-sigma factor repressor of sigma(D)-dependent transcription,Transcription,P39809,Op1322
BSU_35440,yvyF,AL009126.3,BSU35440,3640632,3641051,-,putative transcriptional regulator of flagella formation,Function unknown,P39807,Op1322
BSU_35450,comFC,AL009126.3,BSU35450,3641125,3641847,-,component of the DNA transport apparatus,Function unknown,,Op1322
BSU_35460,comFB,AL009126.3,BSU35460,3641811,3642107,-,regulator of competence%2C pole located,Function unknown,P39146,Op1322
BSU_35470,comFA,AL009126.3,BSU35470,3642167,3643558,-,ATP-dependent helicase competence protein,"Replication, recombination and repair",P39145,Op1322
BSU_35480,fakBA,AL009126.3,BSU35480,3643664,3644509,-,fatty acid kinase fatty acid binding subunit A,Function unknown,P32436,Op1323
BSU_35490,degU,AL009126.3,BSU35490,3644607,3645296,-,two-component response regulator,Transcription,P13800,Op1324
BSU_35500,degS,AL009126.3,BSU35500,3645379,3646536,-,two-component sensor histidine kinase [DegU],Signal transduction mechanisms,P13799,Op1324
BSU_35510,yvyE,AL009126.3,BSU35510,3646753,3647406,+,putative translation regulator,Function unknown,P32437,Op1325
BSU_35520,tagV,AL009126.3,BSU35520,3647406,3648581,+,teichoic acid-peptidoglycan tethering enzyme (LCP component) with transcription regulator domain,Transcription,P96499,Op1325
BSU_35530,tagO,AL009126.3,BSU35530,3648654,3649730,-,UDP-N-acetylglucosamine:undecaprenyl-P N-acetylglucosaminyl-1-P transferase,Cell wall/membrane/envelope biogenesis,O34753,Op5
BSU_35540,tuaH,AL009126.3,BSU35540,3649875,3651068,-,putative glycosyltransferase (teichuronic acid),Cell wall/membrane/envelope biogenesis,O32267,Op1326
BSU_35550,tuaG,AL009126.3,BSU35550,3651097,3651855,-,putative glycosyltransferase (teichuronic acid),Cell wall/membrane/envelope biogenesis,O32268,Op1326
BSU_35560,tuaF,AL009126.3,BSU35560,3651879,3652559,-,putative hydrolase involved in teichuronic acid synthesis,Cell wall/membrane/envelope biogenesis,O32269,Op1326
BSU_35570,tuaE,AL009126.3,BSU35570,3652588,3654054,-,putative polymerase of teichuronic acid repeating units,Cell wall/membrane/envelope biogenesis,O32270,Op1326
BSU_35580,tuaD,AL009126.3,BSU35580,3654139,3655524,-,UDP-glucose 6-dehydrogenase (teichuronic acid),Cell wall/membrane/envelope biogenesis,O32271,Op1326
BSU_35590,tuaC,AL009126.3,BSU35590,3655586,3656755,-,putative glycosyltransferase (teichuronic acid),Carbohydrate transport and metabolism,O32272,Op1326
BSU_35600,tuaB,AL009126.3,BSU35600,3656752,3658203,-,putative exporter involved in biosynthesis of teichuronic acid,Function unknown,O32273,Op1326
BSU_35609,tuaAc,AL009126.3,,3658259,3658408,-,putative undecaprenyl-phosphate N-acetylgalactosaminyl-1-phosphate transferase%3B C-terminal part of TuaA,Cell wall/membrane/envelope biogenesis,,Op1326
BSU_35610,tuaAn,AL009126.3,,3658407,3658892,-,putative undecaprenyl-phosphate N-acetylgalactosaminyl-1-phosphate transferase%3B N-terminal part of TuaA,Cell wall/membrane/envelope biogenesis,,Op1326
BSU_35620,lytC,AL009126.3,BSU35620,3659119,3660609,-,N-acetylmuramoyl-L-alanine amidase (major autolysin),Cell wall/membrane/envelope biogenesis,Q02114,Op1327
BSU_35630,lytB,AL009126.3,BSU35630,3660648,3662765,-,modifier of major autolysin amidase LytC,"Cell cycle control, cell division, chromosome partitioning",Q02113,Op1327
BSU_35640,lytA,AL009126.3,BSU35640,3662789,3663097,-,membrane bound lipoprotein,No COG annotation,Q02112,Op1327
BSU_35650,tagU,AL009126.3,BSU35650,3663281,3664201,+,teichoic acid-peptidoglycan tethering enzyme (LCP component) with transcription regulator domain of major autolysin expression,Transcription,Q02115,Op1328
BSU_35660,mnaA,AL009126.3,BSU35660,3664241,3665383,-,UDP-N-acetylmannosamine 2-epimerase,Cell wall/membrane/envelope biogenesis,P39131,Op1329
BSU_35670,gtaB,AL009126.3,BSU35670,3665629,3666507,+,UTP-glucose-1-phosphate uridylyltransferase,Cell wall/membrane/envelope biogenesis,Q05852,Op1330
BSU_35678,BSU_35678,AL009126.3,BSU35678,3666841,3667059,+,hypothetical protein,No COG annotation,A0A2K4Z9N8,Op1331
BSU_35679,yvzH,AL009126.3,,3666933,3667016,-,putative teichoic acid translocation permease protein tagG (fragment),No COG annotation,,Op5
BSU_35680,ggaB,AL009126.3,BSU35680,3667209,3669911,-,poly(glucosyl N-acetylgalactosamine 1-phosphate) glucosyltransferase,Cell wall/membrane/envelope biogenesis,P46918,Op1332
BSU_35690,ggaA,AL009126.3,,3670035,3671375,-,poly(glucosyl N-acetylgalactosamine 1-phosphate) glucosyltransferase (missing signal peptide),Cell wall/membrane/envelope biogenesis,,Op1332
BSU_35698,yvzI,AL009126.3,,3671416,3671622,-,putative CDP-glycerol:poly(glycerophosphate) glycerophosphotransferase (fragment),Cell wall/membrane/envelope biogenesis,,Op5
BSU_35699,yvzE,AL009126.3,,3672929,3673525,+,putative UTP-glucose-1-phosphate uridylyltransferase (UDP-glucose pyrophosphorylase) (UDPGP) (fragment),Cell wall/membrane/envelope biogenesis,,Op5
BSU_35700,tagH,AL009126.3,BSU35700,3673564,3675147,-,ATP-binding teichoic acid precursor transporter component,Carbohydrate transport and metabolism,P42954,Op5
BSU_35710,tagG,AL009126.3,BSU35710,3675167,3675994,-,teichoic acid precursors permease,Carbohydrate transport and metabolism,P42953,Op5
BSU_35720,tagF,AL009126.3,BSU35720,3676159,3678399,-,CDP-glycerol:polyglycerol phosphate glycero-phosphotransferase (poly(glycerol phosphate) polymerase),Cell wall/membrane/envelope biogenesis,P13485,Op1333
BSU_35730,tagE,AL009126.3,BSU35730,3678399,3680420,-,UDP-glucose:polyglycerol phosphate alpha-glucosyltransferase,Cell wall/membrane/envelope biogenesis,P13484,Op1333
BSU_35740,tagD,AL009126.3,BSU35740,3680581,3680970,-,glycerol-3-phosphate cytidylyltransferase,Lipid transport and metabolism,P27623,Op1333
BSU_35750,tagA,AL009126.3,BSU35750,3681370,3682140,+,N-acetylmannosamine (ManNAc) C4 hydroxyl of a membrane-anchored N-acetylglucosaminyl diphospholipid (GlcNAc-pp-undecaprenyl%2C lipid I) glycosyltransferase,Cell wall/membrane/envelope biogenesis,P27620,Op1334
BSU_35760,tagB,AL009126.3,BSU35760,3682173,3683318,+,teichoic acid primase%2C CDP-glycerol:N-acetyl-beta-d-mannosaminyl-1%2C 4-N-acetyl-d-glucosaminyldiphosphoundecaprenyl glycerophosphotransferase,Cell wall/membrane/envelope biogenesis,P27621,Op1334
BSU_35770,tagC,AL009126.3,BSU35770,3683438,3684766,+,putative polyglycerol phosphate assembly and export protein (teichoic acid biosynthesis),No COG annotation,P27622,Op1335
BSU_35780,lytD,AL009126.3,BSU35780,3684826,3687468,-,exported N-acetylglucosaminidase (major autolysin) (CWBP90),Carbohydrate transport and metabolism,P39848,Op1336
BSU_35790,pmiA,AL009126.3,BSU35790,3687597,3688547,-,mannose-6-phosphate isomerase (active on aldose substrates with hydroxyl groups oriented in the same direction at the C-2 and C-3 positions as in mannose),Carbohydrate transport and metabolism,P39841,Op1337
BSU_35800,gerBA,AL009126.3,BSU35800,3688812,3690263,+,component of germinant receptor B,Amino acid transport and metabolism,P39569,Op1338
BSU_35810,gerBB,AL009126.3,BSU35810,3690269,3691375,+,component of germinant receptor B,Amino acid transport and metabolism,P39570,Op1338
BSU_35820,gerBC,AL009126.3,BSU35820,3691372,3692496,+,lipoprotein component of the germination receptor B,Function unknown,P39571,Op1338
BSU_35830,ywtG,AL009126.3,BSU35830,3692533,3693906,-,putative carbohydrate/proton transporter,"Intracellular trafficking, secretion, and vesicular transport",C0SPB2,Op1339
BSU_35840,tagT,AL009126.3,BSU35840,3694239,3695207,+,teichoic acid-peptidoglycan tethering enzyme (LCP component) with transcription regulator domain of capsule synthesis,Transcription,Q7WY78,Op1340
BSU_35850,ribZB,AL009126.3,BSU35850,3695363,3696223,+,5-amino-6-ribitylamino-2%2C4(1H%2C 3H)-pyrimidinedione 5'-phosphate phosphatase (promiscuous activity),Function unknown,P96741,Op5
BSU_35860,pgdS,AL009126.3,BSU35860,3696257,3697498,-,gamma-DD-glutamyl hydrolase (PGA depolymerase),Cell wall/membrane/envelope biogenesis,P96740,Op1341
BSU_35870,edmS,AL009126.3,BSU35870,3697639,3697806,-,factor required extrachromosomal elements maintenance,No COG annotation,P96739,Op1342
BSU_35880,capA,AL009126.3,BSU35880,3697821,3698963,-,capsular polyglutamate synthetase (acid resistance),Cell wall/membrane/envelope biogenesis,P96738,Op1342
BSU_35890,capC,AL009126.3,BSU35890,3698982,3699431,-,capsular polyglutamate amide ligase/translocase subunit,Function unknown,P96737,Op1342
BSU_35900,capB,AL009126.3,BSU35900,3699446,3700627,-,capsular polyglutamate synthetase (ATP-dependent amide ligase),Cell wall/membrane/envelope biogenesis,P96736,Op1342
BSU_35910,rbsR,AL009126.3,BSU35910,3701411,3702391,+,ribose operon repressor (LacI family%2C D-ribose),Transcription,P36944,Op1343
BSU_35920,rbsK,AL009126.3,BSU35920,3702393,3703274,+,ribokinase,Coenzyme transport and metabolism,P36945,Op1343
BSU_35930,rbsD,AL009126.3,BSU35930,3703271,3703666,+,D-ribose pyranase,Carbohydrate transport and metabolism,P36946,Op1343
BSU_35940,rbsA,AL009126.3,BSU35940,3703682,3705163,+,ribose ABC transporter (ATP-binding protein),Carbohydrate transport and metabolism,P36947,Op1343
BSU_35950,rbsC,AL009126.3,BSU35950,3705165,3706133,+,ribose ABC transporter (permease),Carbohydrate transport and metabolism,P36948,Op1343
BSU_35960,rbsB,AL009126.3,BSU35960,3706145,3707062,+,ribose ABC transporter (ribose-binding lipoprotein),Carbohydrate transport and metabolism,P36949,Op1343
BSU_35970,ywsB,AL009126.3,BSU35970,3707144,3707680,+,putative cell wall binding enzyme,Signal transduction mechanisms,P96729,Op1344
BSU_35980,ywsA,AL009126.3,BSU35980,3707836,3708132,+,conserved protein of unknown function,Function unknown,P96728,Op5
BSU_35990,ywrO,AL009126.3,BSU35990,3708172,3708699,-,nitroreductase (unknown substrate),Function unknown,P80871,Op1345
BSU_36000,alsD,AL009126.3,BSU36000,3708799,3709566,-,alpha-acetolactate decarboxylase,Coenzyme transport and metabolism,Q04777,Op1346
BSU_36010,alsS,AL009126.3,BSU36010,3709628,3711340,-,alpha-acetolactate synthase,Amino acid transport and metabolism,Q04789,Op1346
BSU_36020,alsR,AL009126.3,BSU36020,3711498,3712406,+,transcriptional regulator controlling alsSD%2C ictEP expression (LysR family),Transcription,Q04778,Op5
BSU_36030,ywrK,AL009126.3,BSU36030,3712617,3713945,+,putative Na+/H+ antiporter,Inorganic ion transport and metabolism,O05224,Op5
BSU_36040,ywrJ,AL009126.3,BSU36040,3714002,3714679,-,conserved protein of unknown function,No COG annotation,O05223,Op1347
BSU_36050,cotB,AL009126.3,BSU36050,3714739,3715881,-,spore coat protein (outer),No COG annotation,P07789,Op1348
BSU_36060,cotH,AL009126.3,BSU36060,3716009,3717097,-,spore coat protein kinase,Cell wall/membrane/envelope biogenesis,Q45535,Op1349
BSU_36070,cotG,AL009126.3,BSU36070,3717238,3717825,+,spore morphogenetic protein,No COG annotation,P39801,Op1350
BSU_36079,BSU_36079,AL009126.3,BSU36079,3717326,3717805,+,doubtful CDS (putative in frame frameshift),No COG annotation,A0A2K4Z9N2,Op1351
BSU_36080,ywrF,AL009126.3,BSU36080,3717999,3718616,+,putative flavin-binding monooxygenase,Function unknown,O05220,Op5
BSU_36090,ywrE,AL009126.3,BSU36090,3718794,3719129,+,conserved protein of unknown function,Function unknown,O05219,Op1352
BSU_36100,hpxW,AL009126.3,BSU36100,3719134,3720711,-,oxamate amidohydrolase,Amino acid transport and metabolism,O05218,Op1353
BSU_36110,chrS,AL009126.3,BSU36110,3720925,3721401,+,transcriptional negative regulator of chromate transport (Lrp/AsnC family),Transcription,O05217,Op5
BSU_36120,chrB,AL009126.3,BSU36120,3721415,3722008,+,chromate transporter subunit N,Inorganic ion transport and metabolism,O05216,Op5
BSU_36130,chrA,AL009126.3,BSU36130,3722005,3722541,+,chromate transporter subunit C,Inorganic ion transport and metabolism,O05215,Op5
BSU_36140,ywqO,AL009126.3,BSU36140,3722568,3722789,-,conserved protein of unknown function,No COG annotation,P96727,Op1354
BSU_36150,ywqN,AL009126.3,BSU36150,3722786,3723331,-,putative oxidoreductase,Function unknown,P96726,Op5
BSU_36160,ywqM,AL009126.3,BSU36160,3723454,3724335,+,putative transcriptional regulator (LysR family),Transcription,P96725,Op1355
BSU_36170,nfi,AL009126.3,BSU36170,3724420,3725136,-,endonuclease V,"Replication, recombination and repair",P96724,Op1356
BSU_36180,rttO,AL009126.3,BSU36180,3725146,3725610,-,putative ribonuclease antitoxin,Function unknown,P96723,Op5
BSU_36190,rttN,AL009126.3,BSU36190,3725600,3727408,-,putative ribonuclease toxin,"Replication, recombination and repair",P96722,Op5
BSU_36200,ywqI,AL009126.3,BSU36200,3727427,3727687,-,conserved protein of unknown function,Function unknown,P96721,Op5
BSU_36210,ywqH,AL009126.3,BSU36210,3727697,3728119,-,conserved protein of unknown function,No COG annotation,P96720,Op5
BSU_36215,BSU_36215,AL009126.3,BSU36215,3728336,3728461,-,hypothetical protein,No COG annotation,A0A2K4Z9M9,Op1357
BSU_36220,ywqG,AL009126.3,BSU36220,3728511,3729296,-,conserved protein of unknown function,Function unknown,P96719,Op5
BSU_36230,uglF,AL009126.3,BSU36230,3729488,3730810,-,UDP-glucose dehydrogenase,Cell wall/membrane/envelope biogenesis,P96718,Op1358
BSU_36240,ptpZ,AL009126.3,BSU36240,3731005,3731769,-,protein tyrosine-phosphatase,Carbohydrate transport and metabolism,P96717,Op1358
BSU_36250,ptkA,AL009126.3,BSU36250,3731822,3732535,-,maintenance protein tyrosine kinase involved in biofilm formation,"Cell cycle control, cell division, chromosome partitioning",P96716,Op1358
BSU_36260,tkmA,AL009126.3,BSU36260,3732525,3733271,-,modulator of PtkA protein tyrosine kinase activity%3B modulation of biofilm formation,Cell wall/membrane/envelope biogenesis,P96715,Op1358
BSU_36269,ywzD,AL009126.3,BSU36269,3733505,3733648,-,conserved protein of unknown function,No COG annotation,C0H3S3,Op5
BSU_36270,ywqB,AL009126.3,BSU36270,3733852,3735462,+,putative replication initiation protein,Function unknown,P96714,Op5
BSU_36280,hepA,AL009126.3,BSU36280,3735449,3738217,+,ATPase involved in RNA remodelling DNA recombination and repair,"Replication, recombination and repair",P94593,Op1359
BSU_36290,ywpJ,AL009126.3,BSU36290,3738343,3739200,-,phosphatase of unidentified specificity (possibly promiscuous),Function unknown,P94592,Op1360
